City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,labytnangi,66.6572,66.4183,12.67,95,100,4.07,RU,1698721429
298,sandpoint,48.2766,-116.5533,35.04,77,0,0.0,US,1698721389
299,sakakah,29.9697,40.2064,62.17,53,34,4.63,SA,1698721430
300,cooma,-36.2333,149.1333,63.88,15,0,13.29,AU,1698721430
301,tuscaloosa,33.2098,-87.5692,50.04,80,100,8.05,US,1698721386
302,alice springs,-23.7,133.8833,85.55,13,3,14.97,AU,1698721430
303,kannus,63.9,23.9,29.43,97,100,2.42,FI,1698721430
304,hobyo,5.3505,48.5268,80.28,81,48,5.66,SO,1698721430
305,kanniyakumari,8.0833,77.5667,76.37,90,100,11.45,IN,1698721431
306,palikir - national government center,6.9248,158.1611,82.17,78,84,13.02,FM,1698721431
307,fortuna,40.5982,-124.1573,49.12,75,0,0.0,US,1698721431
308,umea,63.8284,20.2597,17.53,86,50,5.75,SE,1698721251
309,delta,5.5,6.0,74.48,95,100,3.33,NG,1698721211
310,rongelap,11.1635,166.8941,83.44,78,87,20.54,MH,1698721431
311,manokwari,-0.8667,134.0833,81.72,77,98,6.33,ID,1698721432
312,apolinario saravia,-24.4328,-63.9954,65.23,85,100,16.22,AR,1698721432
313,geraldton,-28.7667,114.6,88.21,16,0,18.41,AU,1698721356
314,carbonear,47.7332,-53.2148,35.15,93,100,4.79,CA,1698721432
315,rawson,-43.3002,-65.1023,44.78,59,44,10.92,AR,1698721432
316,kalmunai,7.4167,81.8167,80.87,79,96,5.17,LK,1698721433
317,choyr,46.3611,108.3611,32.13,59,86,7.31,MN,1698721433
318,kyaikto,17.3,97.0167,82.15,76,100,5.37,MM,1698721433
319,helena valley west central,46.6629,-112.0604,30.06,90,0,3.44,US,1698721433
320,funafuti,-8.5243,179.1942,89.6,84,40,0.0,TV,1698721433
321,yarmouth,41.7057,-70.2286,51.96,94,100,18.99,US,1698721433
322,carnarvon,-24.8667,113.6333,79.72,46,0,9.48,AU,1698721434
323,queenstown,-31.8976,26.8753,43.12,83,48,2.3,ZA,1698721322
324,aykhal,66.0,111.5,-5.8,99,99,7.43,RU,1698721434
325,reggane,26.7158,0.1714,82.56,14,52,5.88,DZ,1698721434
326,kudahuvadhoo,2.6708,72.8944,81.88,70,53,3.15,MV,1698721434
327,lagoa,39.05,-27.9833,66.16,82,17,27.04,PT,1698721435
328,lae,-6.7221,146.9847,88.47,76,100,3.02,PG,1698721435
329,broken hill,-31.95,141.4333,67.98,30,83,8.72,AU,1698721435
330,rach gia,10.0167,105.0833,85.32,74,40,8.5,VN,1698721435
331,vadso,70.0744,29.7487,32.16,80,75,9.22,NO,1698721435
332,la breita,-4.2608,-80.8875,75.74,65,99,4.61,PE,1698721435
333,jati,24.3539,68.2671,82.58,38,0,7.31,PK,1698721435
334,zhaoyuan,37.3592,120.3964,76.44,38,0,13.56,CN,1698721436
335,rumuruti,0.267,36.5389,59.52,89,81,6.89,KE,1698721436
336,caleta de carquin,-11.0925,-77.6267,67.15,88,99,9.17,PE,1698721436
337,fale old settlement,-9.3852,-171.2468,82.76,79,100,15.66,TK,1698721436
338,holualoa,19.6228,-155.9522,79.5,79,17,5.01,US,1698721436
339,olonets,60.9847,32.9698,22.53,97,98,3.29,RU,1698721436
340,bemidji,47.4736,-94.8803,27.9,99,100,8.05,US,1698721437
341,galle,6.0367,80.217,80.24,79,76,2.93,LK,1698721437
342,igarka,67.4667,86.5833,1.22,96,99,3.74,RU,1698721437
343,sinabang,2.4803,96.3801,80.76,78,99,3.74,ID,1698721437
344,faya-largeau,17.9257,19.1043,76.96,19,0,19.73,TD,1698721437
345,coquimbo,-29.9533,-71.3436,56.93,82,0,2.3,CL,1698721397
346,fort bragg,35.139,-79.006,71.44,74,0,8.05,US,1698721437
347,poronaysk,49.2167,143.1167,51.87,48,12,10.36,RU,1698721438
348,shatki,55.1887,44.1249,43.47,99,100,10.94,RU,1698721438
349,conde,-7.2597,-34.9075,74.66,88,20,5.75,BR,1698721438
350,kavaratti,10.5669,72.642,79.52,82,100,9.57,IN,1698721438
351,beira,-19.8436,34.8389,64.49,77,100,11.5,MZ,1698721438
352,greenwood,34.1668,-82.1165,66.56,58,0,4.61,US,1698721439
353,cidreira,-30.1811,-50.2056,66.99,93,100,8.23,BR,1698721395
354,corner brook,48.9667,-57.9484,33.96,90,100,2.15,CA,1698721243
355,susuman,62.7833,148.1667,7.99,94,82,1.01,RU,1698721439
356,porto murtinho,-21.6989,-57.8825,76.41,86,99,3.71,BR,1698721439
357,upington,-28.4478,21.2561,59.38,63,0,5.75,ZA,1698721439
358,dryden,49.7833,-92.7503,25.09,93,75,4.61,CA,1698721403
359,akureyri,65.6835,-18.0878,17.53,93,35,0.0,IS,1698721440
360,ayorou,14.7308,0.9174,81.82,12,0,8.41,NE,1698721440
361,marsabit,2.3284,37.9899,63.66,84,37,6.13,KE,1698721440
362,constitucion,-35.3333,-72.4167,47.5,74,100,11.01,CL,1698721316
363,belmonte,-15.8631,-38.8828,74.5,75,92,7.31,BR,1698721431
364,al fuwayliq,26.4432,43.2534,65.75,50,17,5.59,SA,1698721440
365,fada,9.5667,8.3,72.37,56,100,1.57,NG,1698721440
366,luganville,-15.5333,167.1667,79.25,85,67,12.82,VU,1698721441
367,reidsville,36.3549,-79.6645,62.76,67,100,5.75,US,1698721441
368,taoudenni,22.6783,-3.9836,84.6,11,6,9.69,ML,1698721441
369,cam ranh,11.9214,109.1591,85.96,74,40,11.5,VN,1698721428
370,tamanrasset,22.785,5.5228,62.51,23,0,4.61,DZ,1698721343
371,nagqu,31.5,92.0,25.41,64,47,5.93,CN,1698721442
372,pangkalan brandan,4.0238,98.2782,83.32,77,100,1.86,ID,1698721442
373,morehead city,34.7229,-76.726,71.98,89,0,8.05,US,1698721163
374,acarau,-2.8856,-40.12,78.33,75,76,12.26,BR,1698721442
375,san patricio,28.017,-97.5169,47.17,72,100,13.51,US,1698721442
376,szolnok,47.1833,20.2,62.62,58,0,18.41,HU,1698721443
377,miguel ahumada,30.6167,-106.5167,43.43,48,0,6.06,MX,1698721443
378,clearwater,27.9659,-82.8001,76.05,83,0,8.99,US,1698721443
379,hetauda,27.4284,85.0322,75.85,59,98,1.52,NP,1698721443
380,majene,-3.5403,118.9707,88.12,58,40,6.71,ID,1698721443
381,tikaitnagar,26.95,81.5833,75.13,51,24,2.26,IN,1698721444
382,bubaque,11.2833,-15.8333,82.83,73,72,10.38,GW,1698721444
383,lorengau,-2.0226,147.2712,83.14,74,81,9.46,PG,1698721444
384,yeppoon,-23.1333,150.7333,91.18,53,0,15.21,AU,1698721444
385,east london,-33.0153,27.9116,55.56,87,24,9.6,ZA,1698721444
386,robbah,33.2797,6.9098,69.44,14,79,9.82,DZ,1698721445
387,al jumum,21.6169,39.6981,80.92,64,0,3.58,SA,1698721445
388,prainha,-1.8,-53.48,79.05,56,50,2.06,BR,1698721445
389,mont-laurier,46.5501,-75.4993,31.62,91,21,4.76,CA,1698721306
390,kidal,18.4411,1.4078,78.4,13,0,12.03,ML,1698721445
391,al ghayzah,16.2079,52.176,78.37,71,90,5.17,YE,1698721445
392,usinsk,65.9939,57.5281,16.07,81,95,7.0,RU,1698721445
393,mount pearl,47.5166,-52.7813,33.85,94,100,6.91,CA,1698721446
394,dronten,52.5,5.7167,51.03,91,100,8.39,NL,1698721446
395,tlapa de comonfort,17.55,-98.55,68.11,78,57,3.6,MX,1698721446
396,aripuana,-9.1667,-60.6333,74.86,82,100,2.66,BR,1698721446
397,ceeldheer,3.8488,47.1806,79.11,84,14,5.64,SO,1698721446
398,mahabad,36.7631,45.7222,52.7,77,100,4.85,IR,1698721446
399,mugia,43.1041,-9.2179,55.17,78,46,17.43,ES,1698721447
400,karema,-6.8205,30.4389,77.95,65,100,6.4,TZ,1698721447
401,naze,28.3667,129.4833,76.12,65,84,11.68,JP,1698721447
402,yarovoye,52.9273,78.58,35.38,98,100,3.29,RU,1698721447
403,port elizabeth,-33.918,25.5701,59.29,83,0,11.5,ZA,1698721447
404,saint-pierre,-21.3393,55.4781,76.68,47,0,9.22,RE,1698721447
405,nambucca heads,-30.65,153.0,95.16,69,71,8.86,AU,1698721448
406,darwin,-12.4611,130.8418,93.88,57,75,3.44,AU,1698721351
407,vatra dornei,47.35,25.3667,48.6,62,33,4.18,RO,1698721448
408,phan thiet,10.9333,108.1,84.63,68,94,6.24,VN,1698721448
409,jalai nur,49.45,117.7,28.65,67,86,5.64,CN,1698721448
410,nakonde,-9.3421,32.745,63.12,79,73,1.48,ZM,1698721449
411,ad dabbah,18.05,30.95,79.56,22,69,8.9,SD,1698721449
412,el bauga,18.262,33.9081,77.68,62,22,7.23,SD,1698721449
413,ouagadougou,12.3642,-1.5383,77.13,65,11,2.3,BF,1698721253
414,srednebelaya,50.6594,128.0106,25.18,31,100,4.32,RU,1698721449
415,vallenar,-28.5708,-70.7581,63.59,51,0,1.77,CL,1698721207
416,fuerte olimpo,-21.0415,-57.8738,81.59,62,90,3.8,PY,1698721450
417,stuttgart,48.7823,9.177,52.77,89,20,4.61,DE,1698721450
418,urangan,-25.3,152.9,73.45,69,0,18.66,AU,1698721450
419,redencao,-4.2258,-38.7306,73.67,87,86,2.21,BR,1698721413
420,adigrat,14.277,39.462,56.01,86,99,4.32,ET,1698721451
421,monrovia,6.3005,-10.7969,77.94,87,33,4.76,LR,1698721157
422,suileng,47.25,127.0833,40.69,62,100,7.72,CN,1698721451
423,amungan,15.3652,119.9582,85.91,62,55,4.59,PH,1698721451
424,yelizovo,53.1873,158.3805,44.74,52,0,13.42,RU,1698721451
425,mungwi,-10.1732,31.3694,66.63,63,100,4.61,ZM,1698721451
426,dazhou,31.2159,107.5009,67.12,70,100,1.07,CN,1698721452
427,itoman,26.1247,127.6694,82.78,65,40,17.27,JP,1698721452
428,mata-utu,-13.2816,-176.1745,83.37,75,11,14.2,WF,1698721452
429,kedougou,12.5579,-12.1743,75.79,81,74,2.15,SN,1698721452
430,nacozari de garcia,30.3742,-109.6908,52.11,49,2,8.21,MX,1698721452
431,dudinka,69.4058,86.1778,2.62,97,98,1.99,RU,1698721452
432,atbasar,51.8,68.3333,33.12,84,99,14.32,KZ,1698721453
433,svobodnyy,51.4,128.1333,28.13,30,100,2.44,RU,1698721453
434,ankang,32.68,109.0172,68.54,62,99,3.09,CN,1698721453
435,castillos,-34.1667,-53.8333,55.53,87,100,15.28,UY,1698721453
436,san blas,21.5167,-105.2667,78.17,86,34,3.22,MX,1698721454
437,praia,14.9215,-23.5087,77.54,83,0,6.91,CV,1698721454
438,dhuusamarreeb,5.535,46.3861,75.4,87,47,6.62,SO,1698721454
439,princeville,45.7668,-61.2985,39.6,96,100,5.75,CA,1698721454
440,antsiranana,-12.2787,49.2917,75.99,82,76,15.14,MG,1698721454
441,victoria de durango,24.0333,-104.6667,61.09,86,26,5.41,MX,1698721455
442,eseka,3.65,10.7667,73.58,99,100,2.1,CM,1698721455
443,dickinson,29.4608,-95.0513,50.99,85,100,18.41,US,1698721455
444,lazaro cardenas,17.9583,-102.2,79.48,88,13,3.76,MX,1698721303
445,yeed,4.55,43.0333,76.59,77,17,4.56,SO,1698721455
446,korla,41.7597,86.1469,58.86,34,81,4.18,CN,1698721455
447,konstantinovka,49.6167,127.9833,30.15,55,100,6.55,RU,1698721456
448,krivosheino,57.3431,83.9261,15.51,82,51,9.19,RU,1698721456
449,bandar abbas,27.1865,56.2808,75.18,83,20,6.91,IR,1698721339
450,kohat,33.582,71.4493,66.27,42,5,2.19,PK,1698721456
451,maxixe,-23.8597,35.3472,67.28,70,100,9.42,MZ,1698721456
452,villa gesell,-37.2639,-56.973,53.06,59,33,11.81,AR,1698721457
453,kaga bandoro,6.9896,19.1874,71.69,81,97,2.53,CF,1698721457
454,trevelin,-43.0858,-71.4639,35.08,96,56,2.95,AR,1698721457
455,boca do acre,-8.7522,-67.3978,78.78,66,33,1.3,BR,1698721457
456,weno,7.4515,151.8468,87.75,74,75,4.61,FM,1698721457
457,colonia menno,-22.3667,-59.8167,75.83,90,100,13.2,PY,1698721276
458,tanout,14.9709,8.8879,78.31,17,94,11.9,NE,1698721458
459,kone,-21.0595,164.8658,79.27,49,26,8.97,NC,1698721458
460,mahina,-17.5065,-149.489,82.17,69,75,2.3,PF,1698721458
461,bayanhongor,46.7167,100.1167,32.31,68,100,2.51,MN,1698721458
462,katima mulilo,-17.5,24.2667,72.07,70,100,6.24,NA,1698721458
463,valparaiso,-33.0393,-71.6273,53.24,76,0,8.05,CL,1698721206
464,kendari,-3.945,122.4989,90.75,49,51,7.56,ID,1698721459
465,conduaga,8.862,117.4893,87.22,65,80,3.04,PH,1698721459
466,chapada dos guimaraes,-15.4606,-55.7497,69.46,80,42,4.27,BR,1698721459
467,singaparna,-7.3515,108.111,89.22,46,39,5.53,ID,1698721459
468,hermansverk,61.1846,6.8502,32.45,59,20,6.91,NO,1698721459
469,vilyuysk,63.7553,121.6247,7.0,94,51,1.99,RU,1698721460
470,kuna,43.4918,-116.4201,40.78,64,0,3.44,US,1698721460
471,diamantino,-14.4086,-56.4461,72.91,91,83,5.37,BR,1698721460
472,klaksvik,62.2266,-6.589,38.32,58,86,18.07,FO,1698721460
473,alo,7.4178,6.7371,74.39,95,100,2.17,NG,1698721460
474,nemuro,43.3236,145.575,54.14,70,13,13.67,JP,1698721221
475,juneau,58.3019,-134.4197,39.2,100,100,0.0,US,1698721461
476,aktau,43.65,51.2,50.58,70,0,9.37,KZ,1698721461
477,tanuma,36.3667,139.5833,67.95,52,61,3.6,JP,1698721278
478,tabou,4.423,-7.3528,77.14,90,76,1.7,CI,1698721461
479,major isidoro,-9.5322,-36.985,70.12,82,98,6.13,BR,1698721462
480,salalah,17.0151,54.0924,74.93,83,100,5.12,OM,1698721232
481,college,64.8569,-147.8028,31.98,86,75,0.0,US,1698721462
482,ulanhot,46.0833,122.0833,38.71,42,85,12.37,CN,1698721462
483,kebili,33.7044,8.969,74.77,23,99,7.45,TN,1698721462
484,montes claros,-16.735,-43.8617,83.98,48,0,5.75,BR,1698721257
485,horasan,40.0458,42.1728,46.71,77,73,3.8,TR,1698721462
486,barah,13.7,30.3667,79.63,58,100,4.72,SD,1698721463
487,ranau,5.9538,116.6641,84.47,61,98,3.29,MY,1698721463
488,papao,-17.75,-149.55,82.08,82,13,21.85,PF,1698721463
489,aroma,15.8167,36.1333,79.9,67,17,7.94,SD,1698721463
490,lawas,13.764,121.0566,85.98,72,100,4.65,PH,1698721463
491,tak,16.5833,98.8333,71.31,98,100,3.02,TH,1698721464
492,freetown,8.484,-13.2299,78.71,84,34,5.88,SL,1698721214
493,hami,42.8,93.45,56.05,36,99,4.83,CN,1698721464
494,kletnya,53.3897,33.2171,46.44,96,100,2.48,RU,1698721464
495,tougan,13.0667,-3.0667,82.08,23,35,6.87,BF,1698721464
496,nuuk,64.1835,-51.7216,50.61,27,100,23.02,GL,1698721464
497,gadebusch,53.7,11.1167,52.16,85,100,9.48,DE,1698721465
498,ciudad lazaro cardenas,17.9583,-102.2,79.48,88,13,3.76,MX,1698721465
499,merizo village,13.2658,144.6691,88.36,87,100,12.39,GU,1698721465
500,vladimirovac,45.0331,20.8639,67.33,51,89,19.28,RS,1698721465
501,mucumpiz,8.4167,-71.1333,55.24,92,49,3.02,VE,1698721465
502,sabang,5.8933,95.3214,81.27,74,80,2.37,ID,1698721466
503,port isabel,26.0734,-97.2086,51.84,74,100,19.57,US,1698721466
504,al jawf,29.5,38.75,65.05,62,11,4.38,SA,1698721466
505,namdrik,5.5994,168.1028,83.95,73,100,8.59,MH,1698721466
506,almeirim,-1.5233,-52.5817,82.38,59,15,5.23,BR,1698721466
507,mezhdurechenskiy,59.6,65.9333,17.71,88,100,4.65,RU,1698721466
508,swift current,50.2834,-107.8014,4.01,92,0,6.91,CA,1698721467
509,howard springs,-12.497,131.047,93.81,65,88,3.13,AU,1698721467
510,ust'-kulom,61.6864,53.6902,17.76,98,100,1.7,RU,1698721467
511,kiunga,-6.1219,141.2906,89.51,56,94,4.74,PG,1698721467
512,galliano,29.4422,-90.2992,62.6,72,100,18.41,US,1698721467
513,polla,40.5171,15.498,61.07,70,100,8.1,IT,1698721468
514,shevchenko,48.5,35.0,54.1,73,17,9.64,UA,1698721468
515,chicoana,-25.1009,-65.5331,66.25,82,99,5.01,AR,1698721468
516,ngaoundere,7.3167,13.5833,66.42,88,100,2.75,CM,1698721468
517,surgut,61.25,73.4167,8.91,84,40,8.99,RU,1698721468
518,balqash,46.8481,74.995,45.19,93,75,11.18,KZ,1698721468
519,ulverstone,-41.15,146.1667,61.72,52,60,14.25,AU,1698721468
520,zemio,5.0314,25.1361,70.48,89,46,2.95,CF,1698721469
521,zhosaly,45.4878,64.0781,45.7,60,23,16.22,KZ,1698721469
522,brownwood,31.7093,-98.9912,40.32,72,0,5.75,US,1698721469
523,daru,-9.0763,143.2092,81.07,72,91,12.84,PG,1698721469
524,port moresby,-9.4431,147.1797,80.02,89,75,13.8,PG,1698721421
525,ca mau,9.1769,105.15,88.66,62,83,13.24,VN,1698721469
526,humboldt,40.6665,-123.9178,40.32,50,89,2.86,US,1698721470
527,camacupa,-12.0167,17.4833,64.71,89,100,6.38,AO,1698721461
528,antofagasta,-23.65,-70.4,61.88,69,37,8.03,CL,1698721328
529,cacu,-18.5567,-51.1308,78.13,65,78,1.03,BR,1698721470
530,qaryat suluq,31.6682,20.2521,65.52,79,0,6.6,LY,1698721470
531,chibougamau,49.9168,-74.3659,20.82,86,40,5.75,CA,1698721470
532,auki,-8.7676,160.7034,82.15,82,98,1.74,SB,1698721470
533,beypazari,40.1675,31.9211,61.54,60,74,4.5,TR,1698721471
534,talachyn,54.4097,29.6917,44.94,93,100,5.03,BY,1698721471
535,ixtapa,20.7,-105.2,83.43,79,75,3.44,MX,1698721471
536,pangody,65.85,74.4859,6.53,94,26,6.69,RU,1698721471
537,glace bay,46.1969,-59.957,38.97,95,100,4.61,CA,1698721471
538,sinjar,36.3209,41.8754,70.02,38,96,3.2,IQ,1698721472
539,znojmo,48.8555,16.0488,61.11,56,100,18.28,CZ,1698721472
540,asekeyevo,53.5742,52.7972,37.69,88,100,11.5,RU,1698721472
541,tarauaca,-8.1614,-70.7656,76.24,79,94,2.28,BR,1698721472
542,nantucket,41.2835,-70.0995,52.14,91,100,18.25,US,1698721248
543,kikwit,-5.041,18.8162,70.86,98,100,2.91,CD,1698721472
544,palapag,12.5458,125.1147,81.18,89,73,6.42,PH,1698721473
545,lagunas,-5.2269,-75.6753,75.51,85,80,1.83,PE,1698721473
546,beloyarskiy,63.7119,66.6722,10.0,97,100,4.0,RU,1698721473
547,badarpur,24.9,92.6,79.48,65,75,2.46,IN,1698721473
548,port hedland,-20.3167,118.5667,86.05,70,7,11.5,AU,1698721473
549,awjilah,29.1081,21.2869,68.16,54,6,6.96,LY,1698721473
550,levuka,50.1834,-105.4011,3.02,95,15,5.46,CA,1698721474
551,catumbela,-12.4314,13.5472,74.62,86,21,4.18,AO,1698721474
552,graaff-reinet,-32.2522,24.5308,46.92,90,0,2.37,ZA,1698721474
553,bouca,6.5105,18.2733,72.45,87,100,1.57,CF,1698721474
554,champerico,14.3,-91.9167,76.44,91,100,3.38,GT,1698721225
555,punta gorda,26.9298,-82.0454,78.01,87,20,8.99,US,1698721474
556,stranraer,54.9023,-5.0273,47.19,76,100,24.96,GB,1698721475
557,mukalla,14.5425,49.1242,77.07,77,76,5.59,YE,1698721475
558,bykhaw,53.5193,30.2469,47.26,92,100,5.32,BY,1698721475
559,arraial do cabo,-22.9661,-42.0278,75.51,91,100,5.39,BR,1698721475
560,guane,22.2025,-84.0875,75.16,85,5,2.91,CU,1698721475
561,coahuayana de hidalgo,18.7,-103.6583,78.35,93,49,3.27,MX,1698721476
562,bairnsdale,-37.8333,147.6167,62.06,56,75,8.01,AU,1698721476
563,mogocha,53.7333,119.7667,23.36,26,6,2.75,RU,1698721481
564,bakanas,44.8081,76.2772,59.54,59,100,23.51,KZ,1698721481
565,palmas,-10.2128,-48.3603,84.07,70,0,3.44,BR,1698721473
566,mil'kovo,55.6078,37.7956,44.98,96,90,6.89,RU,1698721482
567,candolim,15.5181,73.7626,78.8,83,40,5.75,IN,1698721482
568,bulayevo,54.9056,70.4439,23.09,95,96,9.75,KZ,1698721482
569,wyndham,37.6985,-77.6125,55.06,83,100,4.0,US,1698721482
570,grand gaube,-20.0064,57.6608,79.38,70,11,3.0,MU,1698721482
571,crossville,35.949,-85.0269,44.49,96,100,1.99,US,1698721263
572,torbat-e heydariyeh,35.274,59.2195,58.57,47,100,9.01,IR,1698721483
573,toamasina,-18.1667,49.3833,73.4,94,20,1.14,MG,1698721483
574,banda aceh,5.5577,95.3222,83.25,71,94,1.63,ID,1698721483
575,kapit,2.0167,112.9333,85.19,72,100,1.19,MY,1698721483
576,sayat,38.7839,63.8803,57.07,49,97,18.57,TM,1698721483
577,guatire,10.4762,-66.5427,78.21,96,100,2.71,VE,1698721483
578,mcalester,34.9334,-95.7697,35.69,69,40,3.44,US,1698721484
579,puerto barrios,15.7167,-88.6,77.14,94,75,0.0,GT,1698721375
580,kish,26.5578,54.0194,80.87,61,4,4.61,IR,1698721484
581,zeribet el oued,34.6828,6.5111,73.67,25,26,2.04,DZ,1698721484
582,camayenne,9.535,-13.6878,81.0,79,59,7.63,GN,1698721484
583,port alberni,49.2413,-124.8028,48.04,91,42,1.99,CA,1698721290
584,phai sali,15.5976,100.6585,78.24,87,97,5.26,TH,1698721484
585,broome,42.2506,-75.833,42.71,94,100,10.36,US,1698721485
586,al bawiti,28.3492,28.8659,67.3,85,9,6.67,EG,1698721485
587,ghat,24.9647,10.1728,71.87,21,0,2.73,LY,1698721342
588,kharp,66.8014,65.8081,12.33,96,100,4.54,RU,1698721485
589,north battleford,52.7834,-108.2847,12.29,73,0,5.75,CA,1698721305
590,callao,-12.0667,-77.15,70.72,82,0,11.5,PE,1698721284
591,nikolayevsk-on-amure,53.1406,140.73,38.62,40,8,10.38,RU,1698721485
592,el refugio,20.6667,-103.7333,70.74,85,70,2.84,MX,1698721486
593,mandalgovi,45.7625,106.2708,38.95,49,67,14.79,MN,1698721486
594,shinyanga,-3.6667,33.4333,73.04,63,48,11.72,TZ,1698721486
595,prado,-17.3411,-39.2208,74.84,80,60,10.47,BR,1698721486
596,kapa'a,22.0752,-159.319,80.92,74,75,8.05,US,1698721486
597,ambovombe,-25.1667,46.0833,70.66,87,99,13.04,MG,1698721486
